City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,jijiga,9.35,42.8,67.98,68,1,11.32,ET,1717471849
329,yeonggwang,35.275,126.5094,74.86,62,7,12.8,KR,1717471850
330,amherstburg,42.1168,-83.0499,70.14,87,40,4.61,CA,1717471582
331,brak,27.5496,14.2714,84.02,29,91,6.76,LY,1717471852
332,hawera,-39.5917,174.2833,59.23,69,99,8.59,NZ,1717471853
333,vorkuta,67.5,64.0,26.11,85,86,3.0,RU,1717471854
334,olot,42.181,2.4901,58.75,99,20,4.25,ES,1717471855
335,okha,53.5739,142.9478,45.25,56,93,7.0,RU,1717471857
336,pangody,65.85,74.4859,31.95,80,99,6.85,RU,1717471858
337,kidal,18.4411,1.4078,88.3,25,30,1.97,ML,1717471859
338,angra do heroismo,38.65,-27.2167,64.11,93,20,6.69,PT,1717471860
339,tralee,52.2704,-9.7026,54.16,97,100,9.04,IE,1717471861
340,albert lea,43.648,-93.3683,73.42,88,0,0.0,US,1717471799
341,oskarshamn,57.2645,16.4484,52.99,76,4,9.89,SE,1717471864
342,acqui terme,44.6751,8.4675,64.85,87,57,4.54,IT,1717471865
343,sierra grande,-41.606,-65.3557,45.01,52,100,23.6,AR,1717471866
344,el carril,-25.0741,-65.4917,50.85,70,100,4.07,AR,1717471867
345,ust-tsilma,65.441,52.1498,49.6,95,100,8.01,RU,1717471868
346,kimbe,-5.5502,150.1429,86.27,72,77,5.97,PG,1717471870
347,guiratinga,-16.3494,-53.7583,66.47,50,100,4.88,BR,1717471871
348,port-vila,-17.7338,168.3219,82.0,69,20,10.36,VU,1717471872
349,ta`u,-14.2336,-169.5144,81.63,73,78,17.29,AS,1717471873
350,greymouth,-42.4667,171.2,50.52,81,100,3.67,NZ,1717471874
351,mazatlan,23.2167,-106.4167,79.92,80,0,2.3,MX,1717471875
352,guerrero negro,27.9769,-114.0611,61.54,83,0,13.38,MX,1717471877
353,leh,34.1667,77.5833,45.88,42,5,5.79,IN,1717471878
354,veracruz,19.3333,-96.6667,78.24,65,59,2.33,MX,1717471879
355,taroa,8.7058,171.2275,82.58,81,76,19.1,MH,1717471880
356,bonthe,7.5264,-12.505,79.43,89,98,4.23,SL,1717471881
357,at-bashi,41.1702,75.8106,47.37,85,98,1.36,KG,1717471882
358,queenstown,-31.8976,26.8753,41.14,78,96,25.37,ZA,1717471715
359,lincoln,40.8,-96.667,74.53,75,0,6.91,US,1717471741
360,ripley,53.0333,-1.4,56.97,90,91,7.18,GB,1717471886
361,lata,40.1629,-8.3327,58.08,76,0,1.66,PT,1717471887
